Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.012742	0.015560	0.004778	0.033816	0.065672	0.008454	0.284153	0.014228	0.560595	0.000000	0.000000
AL, 00200	0.029280	0.045887	0.000000	0.000000	0.051349	0.011581	0.161335	0.018326	0.682241	0.000000	0.000000
AL, 00301	0.108495	0.000000	0.039932	0.008589	0.055905	0.025466	0.092315	0.033545	0.635752	0.000000	0.000000
AL, 00302	0.050127	0.000000	0.027168	0.010331	0.061606	0.089156	0.092315	0.019521	0.649776	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.009051	0.004874	0.031331	0.000000	0.724932	0.006928	0.222884	0.000000	0.000000
AL, 00500	0.015772	0.000000	0.036802	0.036802	0.052575	0.000000	0.261980	0.004661	0.591406	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.022697	0.086011	0.000000	0.499646	0.000000	0.391645	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.014328	0.031149	0.000000	0.001246	0.519956	0.000000	0.433321	0.000000	0.000000
AL, 00800	0.012206	0.000000	0.009358	0.011393	0.024209	0.000000	0.466063	0.009258	0.467513	0.000000	0.000000
AL, 00900	0.000000	0.037258	0.038422	0.000000	0.025615	0.000000	0.399308	0.000000	0.499397	0.000000	0.000000
AL, 01000	0.000000	0.019237	0.000000	0.007578	0.019431	0.007578	0.687152	0.002956	0.256068	0.000000	0.000000
AL, 01100	0.000000	0.007834	0.000000	0.000000	0.031664	0.004896	0.955605	0.000000	0.000000	0.000000	0.000000
AL, 01200	0.022026	0.010779	0.030344	0.000000	0.021089	0.042880	0.149362	0.049434	0.674085	0.000000	0.000000
AL, 01301	0.059127	0.020819	0.000000	0.019987	0.146568	0.027481	0.094446	0.000000	0.631573	0.000000	0.000000
AL, 01302	0.015431	0.000000	0.043092	0.013102	0.085892	0.116464	0.094446	0.130325	0.501248	0.000000	0.000000
AL, 01303	0.059576	0.000000	0.018011	0.024593	0.038101	0.133700	0.094446	0.039267	0.592306	0.000000	0.000000
AL, 01304	0.014064	0.000000	0.064068	0.075527	0.077090	0.043233	0.094446	0.000000	0.631573	0.000000	0.000000
AL, 01305	0.013025	0.053959	0.066519	0.013025	0.079543	0.047912	0.094446	0.002308	0.629265	0.000000	0.000000
