Dependency=Geometry Foundation Type	Dependency=Vintage	Option=7.5% Leakage, Uninsulated	Option=7.5% Leakage, R-4	Option=7.5% Leakage, R-6	Option=7.5% Leakage, R-8	Option=10% Leakage, Uninsulated	Option=10% Leakage, R-4	Option=10% Leakage, R-6	Option=10% Leakage, R-8	Option=15% Leakage, Uninsulated	Option=15% Leakage, R-4	Option=15% Leakage, R-6	Option=15% Leakage, R-8	Option=20% Leakage, Uninsulated	Option=20% Leakage, R-4	Option=20% Leakage, R-6	Option=20% Leakage, R-8	Option=30% Leakage, Uninsulated	Option=30% Leakage, R-4	Option=30% Leakage, R-6	Option=30% Leakage, R-8	Option=In Finished Space	Count	Weight
Crawl	<1950	0.00251502790812	0.00287299790422	0.0	0.0225422067846	0.0	0.0	0.0	0.0	0.0	0.00177103554668	0.0119863178922	0.00354207109336	0.0	0.00460513497168	0.0083827371427	0.0	0.0	0.0167654742854	0.00915513252798	0.00871739465265	0.90714446929	207	413512.31
Crawl	1950s	0.00509353201036	0.0	0.0	0.0248989213625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0375060202634	0.041004794331	0.0	0.0	0.0	0.0	0.00569963739064	0.0	0.0221069046851	0.863690189957	82	186931.19
Crawl	1960s	0.0238379021417	0.0238379021417	0.0	0.0124348401431	0.0	0.0238379021417	0.0	0.0119189510708	0.0139614296112	0.0149922965643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0527995367709	0.0	0.0238379021417	0.798541337273	98	290828.025
Crawl	1970s	0.00815305380265	0.0379956365618	0.0	0.0	0.0	0.0209404257478	0.0	0.0104702128739	0.0	0.0149711601079	0.0	0.0	0.0	0.0661875070227	0.0	0.0729772808827	0.0120345535012	0.0209404257478	0.0	0.0	0.735329743751	123	331069.2
Crawl	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0606297229931	0.00684951390427	0.0	0.0	0.0	0.0	0.0210515022548	0.0	0.0	0.0160791074281	0.0439502441123	0.0	0.0504966098264	0.800943299481	80	235445.905
Crawl	1990s	0.0	0.00815730519788	0.0068509288842	0.0272224944217	0.0124692775122	0.0144987267339	0.0	0.0163253479609	0.0068509288842	0.0162395133143	0.0163253479609	0.0	0.0	0.0	0.0281913785224	0.0405240155773	0.0	0.0	0.0	0.00531176808651	0.801032966944	113	303607.005
Crawl	2000s	0.0	0.0165938997668	0.0126743969989	0.0572558492234	0.0	0.0253487939979	0.0165938997668	0.0326224206419	0.00322245043833	0.0	0.0126743969989	0.0616425867988	0.0126743969989	0.0185897583978	0.0	0.100254374467	0.0	0.0	0.0	0.0264510777771	0.603401697727	104	298693.5
Heated Basement	<1950	0.012662874589	0.0	0.0	0.00260253875713	0.0	0.0	0.0	0.0	0.00520507751427	0.00250000819289	0.0	0.0	0.0	0.0	0.0	0.0	0.00520507751427	0.0236662799624	0.0	0.00520507751427	0.942953065956	149	292937.04
Heated Basement	1950s	0.0275231823056	0.0	0.0	0.0647422197968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0102188636758	0.0	0.0	0.0	0.0337967845311	0.00951155015396	0.0	0.0	0.854207399537	48	112015.39
Heated Basement	1960s	0.0	0.0104064844634	0.0	0.0	0.0193723689914	0.0	0.0	0.0	0.031513600878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.938707545667	44	109995.84
Heated Basement	1970s	0.0142709603714	0.0262052523859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0312392722279	0.0	0.0	0.0	0.0	0.0	0.0	0.928284515015	67	189141.09
Heated Basement	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0507739948511	0.0	0.0	0.949226005149	28	68270.48
Heated Basement	1990s	0.0526888640203	0.0	0.0	0.0	0.0	0.00861697703009	0.0	0.0	0.0172339540602	0.0	0.0	0.0	0.0	0.0	0.0	0.0370431857119	0.0	0.0	0.0	0.0	0.884417019178	41	93576.32
Heated Basement	2000s	0.0	0.0	0.0	0.0333467821585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.966653217842	28	57105.36
Slab	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0617997670184	0.0	0.0	0.0	0.0	0.0	0.938200232982	30	56090.26
Slab	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0864800680192	0.0182707953183	0.0	0.0	0.0	0.0	0.0	0.0	0.103098285001	0.792150851662	24	40082.82
Slab	1960s	0.0	0.0	0.0	0.0	0.0	0.199310791847	0.0	0.0807192290053	0.0138323659573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0807192290053	0.0	0.0	0.625418384186	20	42943.485
Slab	1970s	0.0670865654069	0.099460497583	0.0	0.0	0.0	0.0	0.0	0.0610589100071	0.0	0.0	0.0	0.0	0.0	0.0142035090908	0.0	0.0	0.0	0.0	0.0	0.0	0.758190517912	28	56770.83
Slab	1980s	0.199119747004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.800880252996	15	41507.385
Slab	1990s	0.0	0.0145959796566	0.0	0.0411276445307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0965463861986	0.0	0.0	0.176802023369	0.0	0.0	0.0	0.0	0.670927966245	21	39211.825
Slab	2000s	0.0	0.0	0.0	0.0355133833972	0.0355133833972	0.0	0.0	0.018683838891	0.0179503641032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0193951210779	0.872943909133	23	53621.475
Unheated Basement	<1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	20	31296.24
Unheated Basement	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	4702.76
Unheated Basement	1960s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	6168.36
Unheated Basement	1970s	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0	0.0
Unheated Basement	1980s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	4730.82
Unheated Basement	1990s	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0.047619047619	0	0.0
Unheated Basement	2000s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3	6480.965
