Dependency=Geometry Foundation Type	Dependency=Vintage	Option=10% Leakage, R-4	Option=10% Leakage, R-6	Option=10% Leakage, R-8	Option=10% Leakage, Uninsulated	Option=15% Leakage, R-4	Option=15% Leakage, R-6	Option=15% Leakage, R-8	Option=15% Leakage, Uninsulated	Option=20% Leakage, R-4	Option=20% Leakage, R-6	Option=20% Leakage, R-8	Option=20% Leakage, Uninsulated	Option=30% Leakage, R-4	Option=30% Leakage, R-6	Option=30% Leakage, R-8	Option=30% Leakage, Uninsulated	Option=7.5% Leakage, R-4	Option=7.5% Leakage, R-6	Option=7.5% Leakage, R-8	Option=7.5% Leakage, Uninsulated	Option=In Finished Space	Option=None	Count	Weight
Crawl	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0375060202634	0.0	0.0	0.0	0.0	0.041004794331	0.00569963739064	0.0	0.0221069046851	0.0	0.0	0.0	0.0248989213625	0.00509353201036	0.506332945294	0.357357244663	82	186931.19
Crawl	1960s	0.0238379021417	0.0	0.0119189510708	0.0	0.0149922965643	0.0	0.0	0.0139614296112	0.0	0.0	0.0	0.0	0.0527995367709	0.0	0.0238379021417	0.0	0.0238379021417	0.0	0.0124348401431	0.0238379021417	0.606090317465	0.192451019808	98	290828.025
Crawl	1970s	0.0209404257478	0.0	0.0104702128739	0.0	0.0149711601079	0.0	0.0	0.0	0.0661875070227	0.0	0.0729772808827	0.0	0.0209404257478	0.0	0.0	0.0120345535012	0.0379956365618	0.0	0.0	0.00815305380265	0.416949719273	0.318380024478	123	331069.2
Crawl	1980s	0.0	0.0	0.0606297229931	0.0	0.0	0.0	0.0	0.00684951390427	0.0210515022548	0.0	0.0	0.0	0.0439502441123	0.0	0.0504966098264	0.0160791074281	0.0	0.0	0.0	0.0	0.573190453238	0.227752846243	80	235445.905
Crawl	1990s	0.0144987267339	0.0	0.0163253479609	0.0124692775122	0.0162395133143	0.0163253479609	0.0	0.0068509288842	0.0	0.0281913785224	0.0405240155773	0.0	0.0	0.0	0.00531176808651	0.0	0.00815730519788	0.0068509288842	0.0272224944217	0.0	0.635841455634	0.165191511309	113	303607.005
Crawl	2000s	0.0253487939979	0.0165938997668	0.0326224206419	0.0	0.0	0.0126743969989	0.0616425867988	0.00322245043833	0.0185897583978	0.0	0.100254374467	0.0126743969989	0.0	0.0	0.0264510777771	0.0	0.0165938997668	0.0126743969989	0.0572558492234	0.0	0.453947591762	0.149454105965	104	298693.5
Crawl	pre-1950	0.0	0.0	0.0	0.0	0.00177103554668	0.0119863178922	0.00354207109336	0.0	0.00460513497168	0.0083827371427	0.0	0.0	0.0167654742854	0.00915513252798	0.00871739465265	0.0	0.00287299790422	0.0	0.0225422067846	0.00251502790812	0.45752116787	0.44962330142	207	413512.31
Heated Basement	1950s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0102188636758	0.00951155015396	0.0	0.0	0.0337967845311	0.0	0.0	0.0647422197968	0.0275231823056	0.7342990548	0.119908344737	48	112015.39
Heated Basement	1960s	0.0	0.0	0.0	0.0193723689914	0.0	0.0	0.0	0.031513600878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104064844634	0.0	0.0	0.0	0.748986688951	0.189720856716	44	109995.84
Heated Basement	1970s	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0312392722279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0262052523859	0.0	0.0	0.0142709603714	0.7528196808	0.175464834215	67	189141.09
