Dependency=Location Heating Region	Dependency=Vintage	Option=60F w/setback	Option=65F w/setback	Option=68F w/setback	Option=70F w/setback	Option=72F w/setback	Option=75F w/setback	Count	Weight
H1	<1950	0.0378965493958	0.198659341961	0.401134164622	0.254155574387	0.0929958187274	0.0151585509063	261	639051.85
H1	1950s	0.0573091332074	0.17924827436	0.404915097986	0.177381350718	0.126848114886	0.0542980288424	92	246560.7
H1	1960s	0.0197142975147	0.105126145907	0.329789321892	0.376208804209	0.144697893418	0.0244635370592	127	431218.51
H1	1970s	0.0505233499468	0.141227302464	0.339442446877	0.256779524797	0.132837416195	0.07918995972	143	445628.21
H1	1980s	0.036934944245	0.158546324454	0.352070819468	0.31463246793	0.134098027618	0.00371741628397	87	319582.18
H1	1990s	0.0372080527221	0.143365383152	0.365250177444	0.331502365473	0.117862550462	0.00481147074627	103	335176.1
H1	2000s	0.040690691142	0.0428686534331	0.359841034138	0.417556310316	0.101035907369	0.0380074036012	106	372651.08
H2	<1950	0.0	0.155443833649	0.392400492917	0.256616922321	0.1502970909	0.0452416602127	43	115548.81
H2	1950s	0.0	0.0765484507517	0.300996509658	0.071731105406	0.358459860689	0.192264073495	25	79931.99
H2	1960s	0.0	0.0278016811629	0.327632952814	0.391779599536	0.177067857359	0.0757179091286	14	41172.69
H2	1970s	0.119147897051	0.0318038493188	0.287714561047	0.351831327114	0.140476783447	0.0690255820219	34	102992.25
H2	1980s	0.0	0.0405179438277	0.176064938016	0.522933042228	0.0844191379119	0.176064938016	14	28250.94
H2	1990s	0.0	0.0946624900598	0.382277176077	0.299073155492	0.170888369897	0.0530988084751	49	129537.37
H2	2000s	0.0	0.0971070661806	0.126153281707	0.345195615638	0.356295485529	0.075248550946	41	97794.84
H3	<1950	0.0511315103289	0.0633132837808	0.235315622791	0.551189579727	0.0811816435763	0.0178683597955	27	64061.28
H3	1950s	0.0770233410855	0.197149650574	0.204604816561	0.0770233410855	0.298342910887	0.145855939806	15	27665.38
H3	1960s	0.0	0.0499581919186	0.250905322732	0.338039229527	0.177844727225	0.183252528597	19	38533.22
H3	1970s	0.108753935127	0.0428640683933	0.346788232336	0.273822680412	0.0857281367865	0.142042946945	23	49712.5
H3	1980s	0.11676202631	0.166747422421	0.334968804427	0.274134584631	0.10738716221	0.0	19	32422.87
H3	1990s	0.0325887388109	0.121332247298	0.251687202542	0.335472093577	0.192381659521	0.0665380582502	23	35124.71
H3	2000s	0.0287984427791	0.209673703302	0.420122152964	0.204702816667	0.136702884288	0.0	26	41407.1
