Dependency=Location Region	Dependency=Vintage	Option=R-13	Option=R-19	Option=Uninsulated	Count	Weight
H1C1 OR	1960s	0.109427500281	0.0	0.890572499719	5	18278.86
H1C1 OR	1970s	0.22047750305	0.0	0.77952249695	3	9733.44
H1C1 OR	1980s	0.61890448993	0.38109551007	0.0	2	8545.42
H1C1 OR	1990s	0.364046916918	0.357362921323	0.278590161758	8	28436.97
H1C1 OR	2000s	0.332401336665	0.667598663335	0.0	4	17090.84
H1C1 OR	pre-1950	0.662158673563	0.0	0.337841326437	2	2800.71
H1C1 WA	1950s	0.367912663644	0.188065448	0.444021888356	9	18471.28
H1C1 WA	1960s	0.546233682013	0.236250779866	0.217515538121	15	47671.2
H1C1 WA	1970s	0.532995019839	0.245938235377	0.221066744783	12	30926.99
H1C1 WA	1980s	0.447941395125	0.530991899681	0.0210667051932	12	36820.25
H1C1 WA	1990s	0.057003692053	0.942996307947	0.0	7	22078.97
H1C1 WA	2000s	0.23029694387	0.76970305613	0.0	19	64008.94
H1C1 WA	pre-1950	0.41512238889	0.105973562833	0.478904048277	20	33300.0
H1C2	1980s	0.597768383283	0.402231616717	0.0	3	15478.15
H1C2	2000s	0.0	1.0	0.0	1	1612.69
H1C3	1950s	0.625882072705	0.374117927295	0.0	2	5690.04
H1C3	1970s	0.340425531915	0.192323738006	0.467250730079	4	5712.84
H1C3	1990s	1.0	0.0	0.0	1	3785.76
H1C3	2000s	0.648411979917	0.351588020083	0.0	6	25312.26
H1C3	pre-1950	0.0	0.0	1.0	1	1612.69
H2	1950s	0.0	0.0858511348881	0.914148865112	2	13463.77
H2	1960s	0.0	1.0	0.0	1	1904.28
H2	1980s	0.0	0.648446839332	0.351553160668	3	3829.33
H2	1990s	0.485321481817	0.247549376888	0.267129141295	10	29237.25
H2	2000s	0.229718488206	0.75601798259	0.0142635292042	8	16170.69
H2	pre-1950	0.0	0.460478717744	0.539521282256	2	3096.74
H3	1950s	0.0	1.0	0.0	1	1192.46
H3	1970s	0.0	1.0	0.0	1	2130.88
H3	2000s	0.191202846323	0.431534201771	0.377262951905	3	4515.8
H1C1 OR	1950s	0.333333333333	0.333333333333	0.333333333333	0	0.0
H1C2	pre-1950	0.333333333333	0.333333333333	0.333333333333	0	0.0
H1C2	1950s	0.333333333333	0.333333333333	0.333333333333	0	0.0
H1C2	1960s	0.333333333333	0.333333333333	0.333333333333	0	0.0
H1C2	1970s	0.333333333333	0.333333333333	0.333333333333	0	0.0
H1C2	1990s	0.333333333333	0.333333333333	0.333333333333	0	0.0
H1C3	1960s	0.333333333333	0.333333333333	0.333333333333	0	0.0
H1C3	1980s	0.333333333333	0.333333333333	0.333333333333	0	0.0
H2	1970s	0.333333333333	0.333333333333	0.333333333333	0	0.0
H3	pre-1950	0.333333333333	0.333333333333	0.333333333333	0	0.0
H3	1960s	0.333333333333	0.333333333333	0.333333333333	0	0.0
H3	1980s	0.333333333333	0.333333333333	0.333333333333	0	0.0
H3	1990s	0.333333333333	0.333333333333	0.333333333333	0	0.0
