Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AL, 00100	0.012130	0.014812	0.004549	0.032190	0.062514	0.008048	0.310710	0.013739	0.541310	0.000000	0.000000
AL, 00200	0.028354	0.044436	0.000000	0.000000	0.049726	0.011215	0.166379	0.018309	0.681582	0.000000	0.000000
AL, 00301	0.105250	0.000000	0.038738	0.008332	0.054233	0.024705	0.097460	0.033644	0.637638	0.000000	0.000000
AL, 00302	0.048627	0.000000	0.026355	0.010022	0.059763	0.086490	0.097460	0.019579	0.651703	0.000000	0.000000
AL, 00400	0.000000	0.000000	0.007810	0.004205	0.027034	0.000000	0.647262	0.009456	0.304233	0.000000	0.000000
AL, 00500	0.011597	0.000000	0.027059	0.027059	0.038656	0.000000	0.233593	0.005177	0.656860	0.000000	0.000000
AL, 00600	0.000000	0.000000	0.000000	0.023929	0.090680	0.000000	0.435203	0.000000	0.450188	0.000000	0.000000
AL, 00700	0.000000	0.000000	0.001563	0.003397	0.000000	0.000136	0.550411	0.000000	0.444493	0.000000	0.000000
AL, 00800	0.010961	0.000000	0.008404	0.010231	0.021740	0.000000	0.485448	0.008995	0.454222	0.000000	0.000000
AL, 00900	0.000000	0.035617	0.036730	0.000000	0.024487	0.000000	0.422080	0.000000	0.481086	0.000000	0.000000
AL, 01000	0.000000	0.017300	0.000000	0.006815	0.017475	0.006815	0.706349	0.002798	0.242447	0.000000	0.000000
AL, 01100	0.000000	0.008551	0.000000	0.000000	0.034562	0.005345	0.844201	0.011671	0.095670	0.000000	0.000000
AL, 01200	0.021358	0.010452	0.029424	0.000000	0.020449	0.041580	0.156742	0.049194	0.670802	0.000000	0.000000
AL, 01301	0.058196	0.020491	0.000000	0.019672	0.144259	0.027049	0.098533	0.000000	0.631800	0.000000	0.000000
AL, 01302	0.015188	0.000000	0.042413	0.012896	0.084540	0.114630	0.098533	0.130371	0.501428	0.000000	0.000000
AL, 01303	0.058638	0.000000	0.017728	0.024205	0.037501	0.131595	0.098533	0.039281	0.592519	0.000000	0.000000
AL, 01304	0.013842	0.000000	0.063059	0.074338	0.075876	0.042552	0.098533	0.000000	0.631800	0.000000	0.000000
AL, 01305	0.012819	0.053109	0.065471	0.012819	0.078290	0.047157	0.098533	0.002309	0.629491	0.000000	0.000000
AL, 01400	0.005307	0.000000	0.007202	0.024638	0.000000	0.000758	0.805201	0.000000	0.156895	0.000000	0.000000
AL, 01500	0.000000	0.000000	0.000000	0.000000	0.089397	0.075093	0.257934	0.000000	0.577576	0.000000	0.000000
AL, 01600	0.031455	0.006489	0.033435	0.026066	0.044543	0.045973	0.203192	0.039408	0.569440	0.000000	0.000000
AL, 01700	0.003480	0.003944	0.015314	0.003944	0.004641	0.008353	0.841504	0.000000	0.118819	0.000000	0.000000
AL, 01800	0.002850	0.006650	0.000000	0.000000	0.031590	0.023752	0.647716	0.020897	0.266545	0.000000	0.000000
AL, 01900	0.049553	0.039084	0.031174	0.022799	0.033734	0.020589	0.273492	0.017111	0.512463	0.000000	0.000000
